M1,M2,M3,M4,R,P,E,RP,RE,PE,Y
5.26,2.848,2.76,3.07,1,3,5,3,5,15,2066.39
5.49,2.468,2.022,8.33,1,6,5,6,5,30,2066.56
5.6,1.878,2.787,4.58,5,6,6,30,30,36,2066.66
5.419,1.905,2.562,9.69,1,5,5,5,5,25,2067.09
5.297,2.684,1.955,6.75,2,7,5,14,10,35,2067.11
5.488,2.816,2.251,9.08,4,4,5,16,20,20,2067.15
5.264,1.984,2.65,3.02,5,5,7,25,35,35,2067.2
5.457,1.561,2.314,5.62,1,1,5,1,5,5,2068.27
5.51,1.467,2.356,4,5,4,6,20,30,24,2068.88
5.339,2.065,2.79,7.78,5,6,5,30,25,30,2068.97
5.335,2.252,2.622,6.22,3,1,1,3,3,1,2069.08
5.071,2.618,1.658,3.1,1,4,4,4,4,16,2069.13
5.26,2.848,2.76,3.07,1,3,5,3,5,15,2069.13
5.451,2.72,2.4,8.02,5,6,5,30,25,30,2069.17
5.424,1.831,2.793,9.09,4,3,7,12,28,21,2069.21
5.413,1.708,2.635,3.37,5,5,6,25,30,30,2069.85
5.51,1.467,2.356,4,5,4,6,20,30,24,2069.98
5.668,1.736,3.607,8.12,4,6,5,24,20,30,2070.11
5.517,2.555,2.515,5.32,5,7,5,35,25,35,2070.26
5.496,2.496,2.289,7.35,1,6,5,6,5,30,2070.75
5.444,1.972,1.939,8.01,1,4,7,4,7,28,2070.85
5.419,1.905,2.562,9.69,1,5,5,5,5,25,2070.85
5.488,2.816,2.251,9.08,4,4,5,16,20,20,2071.31
5.668,1.736,3.607,8.12,4,6,5,24,20,30,2071.32
5.392,2.161,3.135,7.27,2,1,5,2,10,5,2071.58
5.355,2.335,2.378,8.41,1,3,4,3,4,12,2071.58
5.335,2.252,2.622,6.22,3,1,1,3,3,1,2071.82
5.472,1.984,2.322,6.18,5,2,5,10,25,10,2072.31
5.525,2.021,2.601,3.1,4,5,6,20,24,30,2072.33
5.442,1.709,2.628,6.72,5,5,7,25,35,35,2072.42
5.496,2.496,2.289,7.35,1,6,5,6,5,30,2073.28
5.295,2.074,2.045,4.5,4,7,6,28,24,42,2073.58
5.531,1.769,2.471,7.3,3,5,7,15,21,35,2074.17
5.472,1.984,2.322,6.18,5,2,5,10,25,10,2074.47
5.56,2.322,2.382,4.58,2,4,7,8,14,28,2074.75
5.273,2.988,2.462,5.71,4,1,1,4,4,1,2074.87
5.311,2.027,1.902,3.89,2,5,7,10,14,35,2074.97
5.479,2.728,2.47,4.05,5,3,5,15,25,15,2075.14
5.223,2.987,2.471,7.01,4,1,3,4,12,3,2075.56
5.339,2.065,2.79,7.78,5,6,5,30,25,30,2075.74
5.525,2.021,2.601,3.1,4,5,6,20,24,30,2076.06
5.442,1.709,2.628,6.72,5,5,7,25,35,35,2076.22
5.29,2.436,2.522,4.03,4,2,3,8,12,6,2076.51
5.303,2.726,2.069,6.15,3,5,1,15,3,5,2076.57
5.412,2.33,2.381,4.2,1,3,5,3,5,15,2076.66
5.406,1.71,2.638,8.94,5,5,6,25,30,30,2076.77
5.466,1.969,1.937,9.92,1,4,7,4,7,28,2076.82
5.441,2.209,2.777,9.87,2,2,1,4,2,2,2077
5.517,2.413,2.635,9.31,5,6,7,30,35,42,2077.07
5.441,2.209,2.777,9.87,2,2,1,4,2,2,2077.38
5.346,2.55,2.52,4.62,4,3,5,12,20,15,2077.44
5.419,2.496,2.291,8.31,1,6,5,6,5,30,2077.74
5.303,2.726,2.069,6.15,3,5,1,15,3,5,2077.99
5.406,1.71,2.638,8.94,5,5,6,25,30,30,2078.25
5.55,1.442,3.232,9.58,2,1,6,2,12,6,2078.69
5.15,2.681,1.906,6.53,4,3,4,12,16,12,2078.79
5.46,2.198,3.171,6.77,3,3,1,9,3,3,2079.32
5.31,3.132,2.809,4.38,4,2,1,8,4,2,2079.43
5.548,2.301,2.426,4.98,5,2,5,10,25,10,2079.65
5.494,1.983,3.698,6.79,1,6,7,6,7,42,2080.37
5.311,2.027,1.902,3.89,2,5,7,10,14,35,2080.4
5.31,3.132,2.809,4.38,4,2,1,8,4,2,2080.46
5.608,2.294,2.432,7.95,5,2,5,10,25,10,2080.56
5.312,2.899,3.098,9.59,1,5,4,5,4,20,2080.97
5.312,2.899,3.098,9.59,1,5,4,5,4,20,2081.15
5.121,2.974,2.354,5.64,4,2,2,8,8,4,2081.17
5.401,3.146,2.917,6.12,1,4,4,4,4,16,2081.19
5.43,1.59,1.934,4.95,4,7,6,28,24,42,2081.34
5.267,2.177,2.145,8.88,4,1,5,4,20,5,2081.37
5.442,2.21,2.777,7.56,2,2,2,4,4,4,2081.58
5.548,2.301,2.426,4.98,5,2,5,10,25,10,2081.8
5.163,2.68,1.904,5.22,4,3,5,12,20,15,2081.88
5.15,2.681,1.906,6.53,4,3,4,12,16,12,2081.89
5.457,1.559,2.32,9.32,1,1,7,1,7,7,2082.18
5.163,2.68,1.904,5.22,4,3,5,12,20,15,2082.71
5.476,1.485,2.792,6.84,4,3,6,12,24,18,2082.92
5.375,2.676,2.231,6.77,2,5,5,10,10,25,2082.98
5.46,2.198,3.171,6.77,3,3,1,9,3,3,2083.62
5.256,2.442,2.526,7.13,4,2,4,8,16,8,2083.64
5.42,1.826,2.793,7.98,4,3,7,12,28,21,2084.12
5.401,3.146,2.917,6.12,1,4,4,4,4,16,2084.18
5.256,2.442,2.526,7.13,4,2,4,8,16,8,2084.23
5.183,1.986,2.655,3.59,5,5,5,25,25,25,2084.23
5.517,1.608,2.32,4.71,1,5,6,5,6,30,2084.4
5.468,2.811,2.251,9.93,4,4,7,16,28,28,2084.54
5.29,2.436,2.522,4.03,4,2,3,8,12,6,2084.93
5.42,1.826,2.793,7.98,4,3,7,12,28,21,2084.96
5.582,2.991,2.555,5.49,4,4,5,16,20,20,2085.17
5.417,3.403,2.182,6.1,3,5,1,15,3,5,2085.46
5.476,1.466,2.369,8.77,5,4,6,20,30,24,2085.6
5.318,2.726,2.073,3.74,3,5,2,15,6,10,2086.03
5.517,2.535,2.535,4.38,3,2,4,6,12,8,2086.21
5.375,2.676,2.231,6.77,2,5,5,10,10,25,2086.24
5.451,1.913,3.178,6.06,2,3,6,6,12,18,2086.32
5.511,1.688,3.572,5.98,2,4,6,8,12,24,2086.62
5.601,2.016,2.742,3.08,2,2,7,4,14,14,2086.81
5.349,2.025,1.901,9.57,2,5,5,10,10,25,2087.08
5.54,2.107,2.935,3.53,5,7,6,35,30,42,2087.47
5.083,2.532,2.086,6.91,1,7,4,7,4,28,2087.53
5.517,2.535,2.535,4.38,3,2,4,6,12,8,2087.66
5.336,2.323,2.524,3.75,2,1,7,2,14,7,2087.76
5.451,1.913,3.178,6.06,2,3,6,6,12,18,2087.81
5.422,2.367,2.575,6.7,3,6,4,18,12,24,2087.9
5.525,1.559,2.315,3.36,1,1,6,1,6,6,2087.99
5.354,2.898,3.097,5.67,1,5,3,5,3,15,2088.13
5.444,1.984,3.694,4.88,1,6,7,6,7,42,2088.44
5.43,1.59,1.934,4.95,4,7,6,28,24,42,2088.52
5.468,2.811,2.251,9.93,4,4,7,16,28,28,2088.74
5.083,2.532,2.086,6.91,1,7,4,7,4,28,2088.77
5.429,3.077,3.3,4.32,3,1,4,3,12,4,2089.24
5.281,2.729,2.072,5.86,3,5,4,15,12,20,2089.27
5.466,1.918,3.174,7.75,2,3,6,6,12,18,2089.51
5.485,1.847,2.716,8.88,1,7,5,7,5,35,2089.53
5.349,2.025,1.901,9.57,2,5,5,10,10,25,2089.53
5.412,1.911,2.692,9.12,2,2,2,4,4,4,2090.54
5.355,2.317,2.997,6,3,4,1,12,3,4,2090.6
5.515,2.097,2.597,4.01,3,7,7,21,21,49,2090.68
5.221,3.069,2.493,5.93,2,2,3,4,6,6,2090.69
5.492,1.715,2.756,3.58,3,7,7,21,21,49,2091.1
5.582,2.991,2.555,5.49,4,4,5,16,20,20,2091.32
5.417,3.403,2.182,6.1,3,5,1,15,3,5,2091.62
5.363,2.055,2.339,8.02,4,6,6,24,24,36,2091.89
5.445,2.816,2.252,5.4,4,4,7,16,28,28,2092.23
5.475,1.716,2.757,5.71,3,7,7,21,21,49,2092.24
5.778,1.903,3.333,5.44,4,1,6,4,24,6,2092.66
5.355,2.317,2.997,6,3,4,1,12,3,4,2092.78
5.466,1.918,3.174,7.75,2,3,6,6,12,18,2092.86
5.518,1.903,2.883,7.52,5,2,5,10,25,10,2093.22
5.422,2.32,2.993,6.05,3,4,5,12,15,20,2093.27
5.523,1.902,2.88,9.56,5,2,5,10,25,10,2093.57
5.54,2.107,2.935,3.53,5,7,6,35,30,42,2093.64
5.518,1.903,2.883,7.52,5,2,5,10,25,10,2094.44
5.26,2.853,2.762,5.7,1,3,4,3,4,12,2094.86
5.281,2.729,2.072,5.86,3,5,4,15,12,20,2095.16
5.394,3.405,2.188,4.07,3,5,1,15,3,5,2095.51
5.412,1.911,2.692,9.12,2,2,2,4,4,4,2096.05
5.492,2.612,2.811,4.18,2,4,7,8,14,28,2096.41
5.485,1.847,2.716,8.88,1,7,5,7,5,35,2096.83
5.58,2.195,3.171,3.48,3,3,5,9,15,15,2097.05
5.305,3.13,2.812,6.09,4,2,3,8,12,6,2097.07
5.576,2.975,2.118,6.78,3,7,1,21,3,7,2097.1
5.278,2.457,2.135,4.59,4,6,7,24,28,42,2097.11
5.391,2.108,2.581,9.56,3,6,1,18,3,6,2097.28
5.317,1.903,2.564,3.86,1,5,7,5,7,35,2097.75
5.308,2.562,1.957,9.09,4,7,7,28,28,49,2097.88
5.619,2.249,3.139,9.93,4,1,7,4,28,7,2097.96
5.432,2.78,2.463,6.18,2,7,5,14,10,35,2098.61
5.38,2.148,2.654,9.48,3,2,2,6,6,4,2098.67
5.492,1.483,2.302,9.74,3,7,7,21,21,49,2098.69
5.3,3.136,2.818,6.34,4,2,4,8,16,8,2099.13
5.445,2.816,2.252,5.4,4,4,7,16,28,28,2099.17
5.481,3.076,3.308,9.56,3,1,4,3,12,4,2099.76
5.321,1.859,2.522,3.37,4,3,7,12,28,21,2099.79
5.323,2.605,2.099,9.82,2,7,5,14,10,35,2099.84
5.435,2.38,2.558,4.81,1,1,7,1,7,7,2099.87
5.305,3.13,2.812,6.09,4,2,3,8,12,6,2100.26
5.26,2.853,2.762,5.7,1,3,4,3,4,12,2100.61
5.492,2.415,2.629,9.03,5,6,7,30,35,42,2100.61
5.3,3.136,2.818,6.34,4,2,4,8,16,8,2100.64
5.58,2.195,3.171,3.48,3,3,5,9,15,15,2101.03
5.435,2.38,2.558,4.81,1,1,7,1,7,7,2101.15
5.576,2.975,2.118,6.78,3,7,1,21,3,7,2101.84
5.471,2.049,3.074,5.92,4,2,5,8,20,10,2102.05
5.308,2.562,1.957,9.09,4,7,7,28,28,49,2102.15
5.432,2.78,2.463,6.18,2,7,5,14,10,35,2102.31
5.591,2.172,2.807,4.77,3,3,5,9,15,15,2102.83
5.639,2.299,2.428,5.67,5,2,7,10,35,14,2102.91
5.399,2.383,1.957,8.45,3,2,1,6,3,2,2103.96
5.447,2.067,2.928,9.64,1,5,7,5,7,35,2103.96
5.405,2.149,2.648,7.11,3,2,3,6,9,6,2104.05
5.253,2.206,2.498,6.47,4,4,7,16,28,28,2104.28
5.432,1.763,3.193,6.55,4,1,7,4,28,7,2104.36
5.471,2.049,3.074,5.92,4,2,5,8,20,10,2104.41
5.619,2.249,3.139,9.93,4,1,7,4,28,7,2104.77
5.639,2.299,2.428,5.67,5,2,7,10,35,14,2104.98
